Serial Number,Name,UUID,Hash
168,joe-the-plain,7a3083bd-5aa2-48b5-a30b-4445cc060f57,561f97e47e50aa16f93b2efc91e077769228d1877643ff364174d4861620ae0a
169,wale-sharp-guy,44906ea0-901b-4b3d-802f-f73acc8758f6,05cee6273bc3185d61817b9e39cc9b0655510714220eb1936b503e295c00aad1
170,dele-the-snoozer,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,372bbaa7420a0f98f84f57d09bf2ce08ac3835fc0c0f63154a620e2f9a3049d0
171,father -of -tolu,a2651258-ca3f-4940-b095-3a61ff630263,2a175eb489123bb129e8d2cc8bd3d7490f1ddac05715525ac9f5e060ce09c387
172,emeka-the-chief,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,ea9fe3c91c3be9a83270a81348abba9288a48f13a6d7128e63e173255984a9ee
173,lawal-the-drooler,806b640f-1c8b-4cc0-aa10-45f3ddc00140,cb6c0efb7866434c76208b10720d4c9c1d17819374e38f6b166925153a713ad4
174,solo-the-messenger,44906ea0-901b-4b3d-802f-f73acc8758f6,a0ec2eec705ec369d9e69fc3860ef403950145f33ef39c01b2f51424d0a14b05
175,femi-the-honorable,af53bf52-b517-4347-adc6-07cf30c19025,6f8c6cf8b2642164c99c92d0bfaa1bd5794740b61db07b9daa6e98aad90b323c
176,friday-the-bigsboy,05ec3aae-7da8-4125-93fb-6fc544e5bc61,bada4f67860faed5949123a844682e87282d40dbe39a78addbec27ed416f4e69
177,kweku-the-planter,af53bf52-b517-4347-adc6-07cf30c19025,f5c1ce5bb37b35677f41247da18750022a252ba59f8edf79380192da520f85fb
178,2pac-the-remix,9993e5ec-2f31-485c-9c6d-f780c078ae56,5a205133a45e9080048a6ca0a5c4454d8f36aae5936f74c554d80c872b839f7f
179,tope-the-influencer,3b3e1f66-922b-4f87-8cdb-0d09fc143182,7effd6e70426fd400b651449c44cf9338a3297f48d60f2934786bc5690a63140
180,gabby-the-evangelist,ac721b71-cbc5-425c-851f-ee826973f0b9,46e9ef4571405682d5e26c06ac868d033be9df171e7d5ea2bada03f90697ba2a
,,,
TEAM CRANKSHAFT,,,
181,beauty-of-town,7241a1be-59da-11ed-9b6a-0242ac120002,fe7a2e9c36fe380faf2ac2cafb1d5b97d48eb3cae810e5c248d3489182fe5273
182,lola-babe,7241a664-59da-11ed-9b6a-0242ac120002,ea5c895de347c910290ef369688cea13c697da1c208997a687d1106a45f9a758
183,cardy_h-sharp-babe,7241a7c2-59da-11ed-9b6a-0242ac120002,52ecd7ab06aeef388817b5b92069762918a2349f011b8b4d8a583a4cdbb4753e
184,bella-the-baller,7241ad26-59da-11ed-9b6a-0242ac120002,39716630dd1051d9f27811ceba0cb6f52555e2eea55e4207fa024877c5177057
185,milly-of-roses,7241af92-59da-11ed-9b6a-0242ac120002,196b6360aebd292a8c560da5a814b199bdc01ad1c13dd9bf6f0b19d830f34ff3
186,Preciousjada-the-viper,7241b12c-59da-11ed-9b6a-0242ac120002,5b09f541a7a1af18ae602748a03775819d50deff5e511cdd3c40c79a6d5b4fe3
187,lolly-of-NY,7241b2ee-59da-11ed-9b6a-0242ac120002,5a14839461bec6973b01cef2414ed05f8c6dd4bc9b265e488ff93fc57a1534f4
188,Disy-the-dancer,7241b4c4-59da-11ed-9b6a-0242ac120002,e321de868ede4af9640a56df478385aa4359ee76e4f935f5d4c56035912041db
189,Jenny-the-great,7241b852-59da-11ed-9b6a-0242ac120002,ffad76b993f42a7bf26f1221bf24b5c8cff0406d51e903e03cb0591974363c56
190,lolly-the-pop,7241ba00-59da-11ed-9b6a-0242ac120002,0d7cdd053f3d6cee752ef9d46296319d289566494f4c9bea90c5225acd7fb427
191,disy-the-queen,7241bda2-59da-11ed-9b6a-0242ac120002,62223b40e3516111588e531a3c860e670f1c3957dafde3973ca2cfdf9173e338
192,JennyP-of-Lagos,7241bf1e-59da-11ed-9b6a-0242ac120002,2f14a0f3076b8a739fa58115935b4e3205c8414b6ec0585d8f93a791fafb94dd
193,Jada-of-life,7241c202-59da-11ed-9b6a-0242ac120002,6fa797e4075a6d9eae7dd407c4cd853518cfd747105b3fb57e6896b294bb6d16
194,Sandy-the-rapper,7241c342-59da-11ed-9b6a-0242ac120002,ea1686fe1f4a9fbe49a67c61195b80c8f4f8660dfad6a01f222e1bfd239050c0
195,Dahila-the-genius,7241c4fa-59da-11ed-9b6a-0242ac120002,49dbcbf490633fe45c88217a68de3bac2ad7cb8de35368540c0a0f14c41a7366
196,Rosemary-of-Yaba,7241c61c-59da-11ed-9b6a-0242ac120002,5258652cec8b6bfb97f2a5ccdb0bcff4f28455c410506a733bf1fa99586a1524
197,Jennifer-of -island,7241ca18-59da-11ed-9b6a-0242ac120002,119cca665f32fe1dff7b5114424d62e3c21fd447e980c0cf9c05897d87f1045a
198,Opeyemi-of-lekki,7241c8e2-59da-11ed-9b6a-0242ac120002,f5d54b2a0bba3296e0a2f8280879a34cab8c4b9c4a69bac609e566b59ba7ecfe
199,Vicky-the-artist,7241cb3a-59da-11ed-9b6a-0242ac120002,d0091cb61b7cd0018b33425777b837bd2090eb53165e58b5c78f4d920f57469d
200,Afrogirl-sailor,7241cc66-59da-11ed-9b6a-0242ac120002,4850b7ac925ad5b5651d67f6e67c3e8fe235e8ffee9d4a0965e29642f819e4e1
,,,
TEAM GEAR,,,
201,Yemi-singer,,aa49064d62f870d4f85e2d50320af3a874f4fb487f082aa3eaf7a7eb15b2fac1
202,Joshua-the-runner,,b90ba20a20568b84dbb9bdba74e9f6e9d2a92dfe513fa605bb17c337f436c23b
203,Khalessi,,8a5d4947d143da1b50dfee3fd54fdeb736f23055fffbfb0c5f4ba0aa4d0fc03e
204,Khal-drogo,,b06f34b10942b25e5716ddc2f04de92935c3c0349e10a0e5dc3fe097cc6a83f2
205,,,
206,,,
207,,,
208,,,
209,,,
210,,,
211,,,
212,,,
213,,,
214,,,
215,,,
216,,,
217,,,
218,,,
219,,,
220,,,
,,,
TEAM TAPE,,,
221,hng-newbie,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,bfbb82ef8ad980b48ddd9bf44d6a83b439fa47d27557518a2db1a19912459391
222,nene-caroline,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,656ceae962eb35e79fa2a2637b1b4b127bc09a27b1c3bbc95ac87f46dec7ea94
223,wazo-partystopper,77237cce-bae0-4d60-adad-27055f0eed39,7f6f16cb9cf67de6d1dd288cdcc1391bc68cd97f8ab87fce3e814dcabc7102dc
224,melanin-janet,a5a2854e-a850-4b15-b3c3-176a79b2d34b,c06c7737d082d802ac4cdf76c5bf0c79cbf6a315bcbee13b200dc58ae9714959
225,leo-sugarmummy,7ec03993-f500-4a41-aa3c-a73df7a0fbed,3b2d8c6f371eafe9b25bd6f0f43e8e319409b37e624657a6512e0bfce7d4c624
226,novice-joane,a5d49163-41b1-43fe-ad7f-0c78ef530b1a,f8199f1b32117b1f614e0d00149f0367ddbc171219c6fee0da338eca7ec79c2c
227,goofy-simbi,df7dc588-f99c-4592-84f6-08b40047d9d1,3f11e28758b1a60f255d9220ea6681cf7576df2d8e6efa9021b289e938b8c3e7
228,akwaaba-ghana,d1e8b38b-994b-487c-890b-9034d3ab7dcb,d988e74d1fa71b937830f725486a2b10a5bcbe663bd20743d055f039892ae253
229,aunty-toyin,1326ef4b-224a-497e-9452-e63a4486e387,243a9c99135b1f4080162cb0ebbcf3f6cecb70bf7583814c89e07e32a2224a9c
230,pretty-hauwa,7c771f82-a512-403c-91b9-6736318a8796,501456321e7225d00b6d9bf4166f139a6c026e1dfdf71d7af69234a5d29d7408
231,chimamanda-enugu,eaad5c98-3f85-4480-9c4e-b73340cfba4f,f8256f00a081bf4a6bd157ffb2cff18cc0ade00be89d709bf49c62d05d1bfb40
232,kente-solape,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,9a0f7644802eda7aaadbce559bbae0e211c1e0721d2bf79848adff843606f378
233,vamp-karishika,c4ee8a54-0874-4a7f-8344-dea8ba41f5dc,9d9375f063ece192bf7417fea75d78c58a5b40268f79d7e80b24c933df0604ef
234,genz-monique,b5328f13-b918-4e76-8d4c-8b4aec5eb5fe,0b24cd6b126f0cac3bd808c5f9d5e24da25419ec59bce361fbde0e5f93fef1e6
235,femi-boltz,03e8d36d-5bdc-4da4-8f64-c1738eb9d1db,38167ff46b11d4262f9bd7e4273533c600a47dbdd1a651816863e3ebb44bb281
236,agba-tech,403f28a0-6aa7-4f80-997f-b0982c169baa,dd54489f35941af026c1d3a47f569d9e057e216bbb2c7cd6bdc83465370d4097
237,brian-richkid,9d945d79-dd2d-4755-b9c7-bff837be8557,0a84c8b0a9e2bbfe5e414540b76b42ebe9e7cacb35dc10906d89560e7433d9b0
238,nandi-zulu,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,53678a1934b2c9b3f43c5563c15d600a9146d3e826e44b8a732b912cd336188c
239,ade-demon,0be2d50b-3e57-4e39-a199-b211d2be860c,00211036266f1b2cbc2f2e7f3fe3e2d74837de423d78a76ff01e2b4e64258062
240,karim-rapper,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,548e31ef08a5e75b81e930a23fcf28e82aa063da8e40c6cb87be7ec918d268a6
,,,
TEAM AXLE,,,
241,bobo-alinco,ede853c4-5abd-11ed-9b6a-0242ac120002,bd0f2c4a88fa95af12916eba4d56cf11a584451d47bf91a9e61d7404f4508f04
242,chi-lastborn,ede85964-5abd-11ed-9b6a-0242ac120002,12b75b47af68ae0ae42f38cf9bdde0e61abf3dd329d4b4de79b8df48a9443866
243,uju-robo-robo,ede85f90-5abd-11ed-9b6a-0242ac120002,31ac090b44927a0af62c45943ae33fb8310581d119f47f58a10ba143bd83aec2
244,yetunde-anifowose,ede861b6-5abd-11ed-9b6a-0242ac120002,ff34d2404fa68e12956d1b8e9dfac11d45040e82e8554c205776e221eee73736
245,dumebi-jjc,ede865da-5abd-11ed-9b6a-0242ac120002,b0b8b22b8a195ed7bd9f1d81cd9509b46d99d239c535e0bffe2689443f91f8fd
246,ukwu-nengi,ede86800-5abd-11ed-9b6a-0242ac120002,c4c1a31a259fccd4b60184f811ea0a230355cac349a91f08f72efb1724aa54b9
247,nonso-malay,ede86a12-5abd-11ed-9b6a-0242ac120002,c36248e924790d8360ec3a5b45b72e2c91ec43e61f1132e986bd188fb94580aa
248,saro-texaco,ede86c2e-5abd-11ed-9b6a-0242ac120002,93cedc1c2409d13f515f14574d4e5a918f815823da69dacf9952f62a7565129a
249,akpos-agbero,ede86e22-5abd-11ed-9b6a-0242ac120002,7a675a95b856c92a106fa668559c3546813e9b5c57e6496862f2e47cf31337b2
250,kasali-danfo,ede86fbc-5abd-11ed-9b6a-0242ac120002,f0af8512792080b755b9237b074495541de331d8183254c5505cc85208b223e9
251,osaz-benz,ede87fca-5abd-11ed-9b6a-0242ac120002,ef723074cf682cba342bd390bd0ef86dcd3bbda3dac479472b2ead0b886d2f4d
252,kareem-kasanova,ede8820e-5abd-11ed-9b6a-0242ac120002,8d352d3733083be9f9cfaf913b5e5363806b3d004c58e240b6f1b02d902630e3
253,mayor-of-uyo,ede883c6-5abd-11ed-9b6a-0242ac120002,f469fd8ad41ed5112be8a8bb079dc872de37b75dea1fe58274894a192a888618
254,chinedu-china,ede885f6-5abd-11ed-9b6a-0242ac120002,c289bcd0749ec0391f2ca52a933d8211a230e6701d7571bc46133594e88eade6
255,papa-ekene,ede88808-5abd-11ed-9b6a-0242ac120002,73ab046562f7ac96e7ce16de1c6b35ab9209b348601175f5dda5930965aebfec
256,ogbeni-rauf,ede889fc-5abd-11ed-9b6a-0242ac120002,724a65e2f3e2a182ad03ee70dc1a71cf63dc217b603f9a292ca8e6a384ef33df
257,koffi-banku,ede88c2c-5abd-11ed-9b6a-0242ac120002,45a1a29fbba27d35d5f2d5f53f10c296374ec56a0f4acd9b72b279fc4bb3c55c
258,alhaji-bello,ede88efc-5abd-11ed-9b6a-0242ac120002,590eb4ca35c0d07b114ef38c0e41fa18d8f106dd000982acc2407e6bfd36beed
259,toju-mafejopami,ede895d2-5abd-11ed-9b6a-0242ac120002,3f42dad2f8f9808dc014eb6d5907e22ec7eda685d4fa563085de46de3ce0ecce
260,femi-maserati,ede89802-5abd-11ed-9b6a-0242ac120002,fd3aa504b7ca849dd4f5efe85eb2c8ca8a292605079a9e6678feef7d42ea0990
,,,
TEAM POWERDRILL,,,
261,Paul-the-comedian,f8112915-64ca-41e5-9ca4-5b60c47d7a01,81b9e39f6678bf4cb5c218ac4d5958da7c9ad8e970e62b2b50eeecaa415f642c
262,Amina-lagos-housewife,5612f542-d85e-4a2c-8661-20553dfd07bf,fe347da192eba20c45a54ca817a7d307cfd1fdeac8859918d2f8ad10da58f56c
263,Kiekie-the-asoebibella,097014d5-0ef3-46f5-9a9b-5c01f70114b3,b4dd6c4919354de5dcfc755e761161d8117b3f7972e703729385567f0c6d3f29
264,Kunle-the-hunter,b0310fc2-4bed-48e5-abfc-566c964786d7,c45fb94bd56febadb4fa52f78467203ec1d5af628b38588214124ecdc0681c09
265,Amara-the-hairstylist,412345b9-7e04-4102-af7c-5458721ac64d,5c3b14efc3f145c7d06399123205d2ecc3b849c51e80c15596cc30ddd380ba12
266,Mary-nail-technician,17ea9c3b-c90f-4023-84d6-d563c098b030,7b7788029da54a6a82f5b3eb317fa99edcea14e4d42507e1ad26b58330dcd0f7
267,Odogwu-oil-contractor,b503bbfb-f972-4d4a-9352-e9dfe6671d36,1e0caddb797fb374597d971943281fd397ebb554d99ddc4acf85212a3da7379a
268,Simisola-the-kenteprincess,45843017-b421-4413-8e35-7a6ef073f2b9,f41d076db6aef721afbf9cb0735f52973c7e8d831adaccbc920617fb585dcd8d
269,Mariam-beauty-queen,b7d96d97-84c2-485f-b60e-e4e86c4d3b34,ba4c0b9794220f55b9071b498458216c1bb49d3a57b1f78f4c5acfb2b0f78fb7
270,Obinna-the-musician,afdb0299-327c-46b2-9262-faf90f0fcd12,183667d391b5c0f1e35e0f12b8aa6c9e50cd5ec9fb1ff98c26cea1dee898fb55
271,Sandra-the-shybaby,bfed40a8-74f7-4ada-ae18-975130247efa,8dcf793da4c1d5aa5e82f25c37dbb600f8510e1f622c6f1d10325117db5a1b69
272,Chiamaka-the-dancer,43c49497-8d7b-42ef-bb29-769f6c3b0ada,ccb923a36f7bd843d2aef8724ff6cb2b41213cfaf8e27b93a77fbd9240372297
273,Mensah-fashion-icon,87ada09b-38ac-475c-8d46-18680c2dc795,5d9162cf1431eeb393bfedf7322ed98cc7decc465aa03a32ec9973f32d17b3b7
274,Lucy-the-fumigator,c7269d44-aab3-41e7-a54f-18a14f575a6b,1206137a368aaffe8be133b0a8fdf4914fcae407ba8dd4029eb6f4d7308a9226
275,Nneka-wedding-planner,31ac6b7a-e378-4dc3-999d-b9e8d8473f99,df0aef198c281e06fac882439bf372e6ca3d3c8403e06902ca74806f753669be
276,Shakira-the-gangster,dbdc1351-aa07-46e2-935f-2db071b1b23d,aa316f0cb8a9eb21dc5154ca757e78d870234d54dfdad5c956e2e7696c1e49fa
277,Lola-afropopping-princess,2f5cadae-e423-4478-8220-37b3ac144169,1e15b424e235f82f00fc5b8e4f5c0c49b9a5544ae5c5373847c43ce3d160129a
278,Sharon-walking-dead,1fc37341-7dd1-480c-a01b-a63bee0a2230,cd92d1357bb5c9ab3839ddb058150cf99cb63b05787406f8bf57dbc30f3886d1
279,Olivia-great-teacher,cfc4419e-bd46-40f6-9654-632ac1138ff1,c99c662b81e492c22e365bfc808120352403c22e94804ea1787bfb4405307f00
280,Nicole-sleep-warrior,710ae821-4603-4124-bd60-a33b515b3b8d,1fe73233806baa48e88e94f06e69b83518f7f2033b37adb47bc7a6410fc74009
,,,
TEAM HYDRAULICS,,,
281,Busola-the-shakara,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,480ae69c1af36c958654a4e6b0a9da264ec9d6a32b6bc52fda18af32997fb577
282,Bella-the-artist,48772412-dacb-4984-9e82-8d24fe101265,efcc92de174da0cc7a6fa229f77dc0678cedf2acacccc9b0fc193c6a07b9c4b2
283,Queen-the-extrovert,1712532a-20d9-4ccb-8582-bffd76c9fb67,de591f09301aa12b287fb7f722faf54971a45d7cc5991c4db0bffb9f53006ccb
284,Mary-toxic-lady,bc31af8d-c45d-4797-adfc-596fb22e4e3a,55ce42a3c8ed7b61cdeb79969d5b2a58919b1a4c18df45501231c6b52258ff87
285,Elizabeth-the-richkid,21fad782-1b6f-4c2d-b157-9fdb9355c876,1d92946a9d8eef2006172644b42d7940c56bcc66adc811c1963736bd4c2b603d
286,Larry-the-westerner,d4984fa6-dabf-409f-839f-76742ec71500,e8fac800ba5299348fb4ccbe8f6d72e55c4df49591a990554e75adf72f01f6b3
287,Danjuma-the-shocked,0187ca7f-f3b1-42ae-9e17-c46d58617608,72ff56a2f7638f0741dd1a736f71f953dda7f39d6557905d129e3072dc4b7b8f
288,Yomi-the-fashionista,16d256ba-dc4e-4559-ae41-59779f351ad3,5548a01f9af92ad20aba545fb0ab440ccf0b33fde9e9da673bc18691a8dd76a1
289,Ibu-the-importer,d3edc876-3f2f-4699-a376-0787bb06c5d5,f7530f032c674b8e89c433199b51ad305de5f634da77dc06922acff01f9645ec
290,Massa-the-ghanian,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,43ba0fb4b7dee8cfd6acc5372e77df05a65e81f91309f2c9c5b735a1498fbcca
291,James-the-musician,0d4ad447-3836-47cd-8387-066b200cda01,4bb93ffddd51cb4b4e8ffa80afbfafea60354a2f73cdfd1e2a794660a40537a4
292,Gbenga-titled-man,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,9f5178d144f33c314e148d06c573539b9df7cf172a6349263e3460220a658efb
293,Abaga-the-rapper,c428411c-5a06-4b74-bd17-e53b76f9fc6c,868fa6d958fd04c659c86e3f0e93aba34d13396952c0aa9fc6f1405c0be810a5
294,Izuchukwu-the-fisherman,15e1caf2-06b3-45d8-9b35-f95965b64e34,39ac0f6129f39a68f6887d6072a9400007f424a3576b6c900b371d8c4603ac57
295,Mark-the-philanthropist,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,4b0216fb327f63cef0930d85d299d7e03c466fd67093fa547bdecccdff5e5e62
296,Desmond-the-politician,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,9e78f8c008e530083a6fcb475802ded9f72b697ac1522bf2c06eccbc7a4df249
297,Okoro-the-bachelor,e441439d-49a3-41eb-bf9d-3c7f98c268bf,14290a2a37989a8ad45551c134c0c112e572dcfbcfc5a2cdea93acf6047e9c3c
298,Saro-the-clothemaker,7e10af4e-1252-4f96-83a8-78411e152bae,820cf244e97584abcd91b78618ae77ca6d289d958900783c3bd34c4371f92ea1
299,Kalu-the-ichie,482ab247-73a4-4ff8-9172-732f3d0729b8,688902fd4180958476b5f79f37df08791743f5f10b2e0bf9d1a68b67827e384e
300,Tamuno-the-prince,108447d1-f2d5-4816-8ebb-599286c3fabf,c6fa5c2cd90897d00183326cb888df6d0e99aedf1bfc3837af0974bb010f07fe
,,,
TEAM SCALE,,,
301,wendy-the -banker,587645e2-5ace-11ed-9b6a-0242ac120002,c925f9554cc851e4f7c53a9d52d2e86482aeb8dfb6fad813afa766d8b914dab9
302,uduak-the -dark horse,58764862-5ace-11ed-9b6a-0242ac120002,1e780a2c3af8397d8fc17e03a991199818f97f4e0e7ec10ea1ea16b145918c82
303,timeyin-the -eccentic,58764a2e-5ace-11ed-9b6a-0242ac120002,de23d1cf21b4048d37bc592f971f5374b47c54184b1b72cc30ed2e498adc8dd8
304,omawunmi-the -businesswoman,58764b78-5ace-11ed-9b6a-0242ac120002,d27025967355256b0188245bef73c7a6ebab8262a5f0ade95487473ad678c0ea
305,halima-the-housewife,58764d8a-5ace-11ed-9b6a-0242ac120002,3eeb1f34caab2ec796d32b196822fb5ef4023531e902e641642b0faa0629ee7b
306,muna-the -block sister,58764ea2-5ace-11ed-9b6a-0242ac120002,aa19db0a36ed7d290131cfc676f24168edb612182b704b819794459771aca976
307,stella-the -gossip,58764fd8-5ace-11ed-9b6a-0242ac120002,1cdb377d087477be0bed43ce1f410a5fda8e153ba8a4970a6a011c4c40efd151
308,agbani-the-wannabe,5876542e-5ace-11ed-9b6a-0242ac120002,dcd49b8cd56b2559356ff5f087aa58478fd70f4aae830f9cd5a3ba5e579c17da
309,asante-the -warrior,58765578-5ace-11ed-9b6a-0242ac120002,b0e41999c2c9b2795e98e22a7747f4df7a1d928ad1baf5f3dc276550452cf867
310,hilda-the -insomaniac,5876569a-5ace-11ed-9b6a-0242ac120002,bf8621b69d8104830ce9da9001a69612696860654b452d62f1e9c4ec730ba8b1
311,sisi yemi-the -street aunty,587657a8-5ace-11ed-9b6a-0242ac120002,3297c5f7a87f6ac2305b0fddd2c4ebe7d02dbc58aacd09ef243d94323bd6ca5b
312,chiamaka-the -bully,587658ca-5ace-11ed-9b6a-0242ac120002,0951be7c095e3560490a37ead7cb2a72acea2240ea60a318ed9df14a906a3fd0
313,gift-the-fashionista,58765adc-5ace-11ed-9b6a-0242ac120002,fc29a5240a7f134e92f4565aea3d4d7d04d9130ae1b03823412d3412ee572a6c
314,omoyene-the-weirdo,58765bea-5ace-11ed-9b6a-0242ac120002,dcccb05751046e4c2a912fc812520df35e978fda65276db2e71cb99b34988456
315,maria-the -freshface,58765d02-5ace-11ed-9b6a-0242ac120002,ff808f1d91eccf9242aa853616f269e0716722f4a4639c0628031607cb737373
316,monica-the -smoker,58765e24-5ace-11ed-9b6a-0242ac120002,ff373b93de86bde2ec4e49526f14d711fbe6ff8d75844c17cb8f9dc757d8822a
317,,,
318,,,
319,,,
320,,,
,,,
TEAM SANDPAPER,,,
321,Omunyinyi-the-stoic,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,015f2aa0050e7dd5c4cc5aff6e634454a6b43ea060676cc5a13cf8d58eb5759a
322,Kamau-the-sleeper,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,0e7bca6d47ddde6843c54cc99d04c41ac6df806164250a1ac64c3242ff2d2808
323,Mutiso-the-lastborn,0706c338-42eb-4d26-84ea-c24b39628200,f807684d973eb872e062125a6b5432f5ab1426fce6f484f54f2b3639b9c3fb3e
324,Omondi-the-vegeterian,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,294046687d94d0dc7815ebc389982cf14130fec27d3610267f32423d0a5a683e
325,Barasa-the-optimist,2da4bef4-38cc-4414-99ad-7361fac04b2b,94bedebf6424897a0927effc262c36b8a1cacf925fad2507dec8a7087783f4b1
326,Mwembu-the-elder,36181230-6ac9-417f-af5c-23bdd2c25ecb,cb589fe00ede0267088b7e84b7b0263cf62aa65251a011d6194e4f754db96811
327,Mbogi-the-fighter,3a7bc3c4-1463-42ce-84c9-07337da64435,ea2676b1d26c24fd82ba4f1c13a2937beff79dd1b079b379baa40d257f433826
328,Mrosho-the-runner,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,a9040222e46a1c49a515fc1f02412f3c3c3d8f7dea4afd308e50f3d839f7aae0
329,Milele-the-african,644b0259-d75c-456d-934c-ce7c052bad3a,8d8be0ae69550787ad7f960388aaf7668f4a9b20947aa54d3a80d4bebc39d0d2
330,Olebon-the-oloibon,de261efe-731d-461e-b2e4-42edd2f48f72,699315339078170beadd7db6e4a8c2488d9404741adf6ef90a41b1a20601a45e
331,Chifu-the-maasai,239933c4-7177-4b5b-86e8-e6f952301344,a369ea7a90c339e99d81693cb542d2265225e033bfbefcef4d93960516898eca
332,Mwangaa-the-voice,49179b62-812d-4d0f-b518-4af7fa79f8bc,abad54e2f42cec7924953655e632e0bfe768a93dff5b148cca99642649f13535
333,Waforte-the-first,871912a8-d96e-4594-b7b3-450d94ee6924,2f99b0717270b946655c64805aa5a52bc39b1b83776b2055b069e3a02f14744b
334,Kariuki-the-prayerful-one,6a5b6fa6-0f91-4b01-957f-c766945eb704,17f01dfd9f3e8ab8da3b254cc295aa2151d598fa2152650958cf0d2b9f8998c7
335,Kenyanese-the-priest,0706c338-42eb-4d26-84ea-c24b39628200,8d50f133a0a44a82d21517408c3a2b04ecebb438715f76a06f3073c8fad4b5a5
336,Nyimbo-the-singer,d05af807-b3e9-4ad3-8df1-b7864d2daa33,3d964d58a3b7c26af771d0b05243c26f30253f84dd47737d22eadb5197eed22e
337,maathai-the-nobel-winner,0871cb8c-8d56-445d-92c7-01793f327707,8b143d405e191be24af35c0323b11b1999652149c27695652608f715bc97cd4d
338,Tish-the-angry-one,750a89dc-44ff-43bf-8211-b7776f1b5e52,a4858950f8e497668302f0376f41622afd4fcd18fb67ec343ec8364ced1586e7
339,Wamenza-the-winner,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,37a4fae7f12d1a236c99091ffa775cc5cabebb7b6ebbf6bfe93a6c6249eacbf9
340,Isaya-the-track-king,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,6941a3400465c2fac5a21ec12a5c0d5f18f48c9a5a2a36796c8ab95132dcdd60
,,,
TEAM RULER,,,
341,mansur-the-partyrider,78db0f29-3936-4d9c-bb90-3dbf20dba2dd,b061616505f0bfa62a459a333391c0d28cc8fc4fa04754f703e68089f65a2b99
342,tola-the-businessman,1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,038df2d09ebfc0b61746f946a4684ab722b4d4ba7b86f4468a47fb26f79604a8
343,abdullahi-the-honorable,dd708276-445f-4483-8357-fc08e999328f,19e1f18cbfa4bd298d0d785be06dc66e7a4ea7f696f7bf057d9ecb09fb46aca1
344,ojukwu-the-badguy,76c1eabf-15ea-446a-8426-472982c4d800,8e1016ccc92ed2cef46b518f6aa87fd11e1f010f99dde34e2e0ddb69e40f2d20
345,odunsi-the-egbonadugbo,2912ab8b-5875-4277-a5c2-a0209aee90ae,5ecbe16c7fd4c310bbb4d0089e6db9c54b62773ef566618e2a7382c726bf355d
346,ogogo-the-sugardaddy,aa575f30-04ad-45f9-a798-199465117793,75d6f1edb5949defa322e22ba9d8807e48101ff4d01c61858f03ebddbbf96c1a
347,suli-the-amalaseller,46fd4821-04dd-4f65-9290-c130a00c4c93,b072211eb4b6106c39cbe5afd7b1ab844cdde974586a803f1fe4785cdab9a7f7
348,dolapo-the-afrocentric,cbab232b-5c62-4df8-867b-018a2e496cd4,157caca4112442cfb6a7ece6ad72ca90c52348cef32372ca63813bb4827402bb
349,danjuma-the-saddist,5a42af57-186e-425b-b6b1-f72bda4911ef,0ffb8796e7c053f07c5893ee00f771936215e5b56a1a2a5cb41e97ed45eaaa48
350,chinedu-the-farmer,9e8a55d7-0d8d-465d-a628-08ddd387a2c6,065d801cdfd95641415053971d8191a1d91d01b61120ad7a9c08447945b2cb34
351,kola-the-baldguy,c32f1757-da9c-49e8-bd79-510a42b6971a,889ad877000e65605bf7d46f9c9aedb352512bd3850d899312a4d43f91c0ae84
352,bola-the-bosslady,09ff910d-a2be-49d5-8b27-b9378458701c,25a1c6ad71bafb91c0f51b53f24073d17bc4498149e4d6b1584cf91ecf1d4af3
353,kunle-the-alienguy,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,09be9e7fea9ce1be4da9a14cf7c706070e756e9d28a932ad2d8c79ef3b71826c
354,segun-the-sharp,f9159a9c-f48d-4aee-bcc1-63c86209f806,4d98df278f7943ea1b853faf371d161545898ebea25b8b26f93c6e652bb17fbb
355,ola-the-hardguy,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,034070c39cf885e3cee127fa8423c7629920aa2b7506da5db8e766dd43cef849
356,emeka-the-chief,195e89c8-0b6f-43ad-9a2c-d20f03439e96,ef876cb437980bace32f31286ae7f6b8f9ac4024e8ec5ccd5cfa85a86b4923a1
